Electricity Pricing [$],6h Prediction Electricity Pricing [$],12h Prediction Electricity Pricing [$],24h Prediction Electricity Pricing [$]
0.06,0.07,0.1,0.15
0.06,0.07,0.12,0.15
0.06,0.07,0.12,0.15
0.06,0.07,0.12,0.15
0.06,0.08,0.12,0.16
0.06,0.08,0.12,0.18
0.07,0.1,0.14,0.19
0.07,0.12,0.14,0.17
0.07,0.12,0.15,0.15
0.07,0.12,0.15,0.15
0.08,0.12,0.15,0.13
0.08,0.12,0.15,0.13
0.1,0.14,0.15,0.13
0.12,0.14,0.15,0.13
0.12,0.15,0.15,0.13
0.12,0.15,0.15,0.13
0.12,0.15,0.16,0.13
0.12,0.15,0.18,0.14
0.14,0.15,0.19,0.15
0.14,0.15,0.17,0.15
0.15,0.15,0.15,0.15
0.15,0.15,0.15,0.15
0.15,0.16,0.13,0.15
0.15,0.18,0.13,0.16
0.15,0.19,0.13,0.16
0.15,0.17,0.13,0.17
0.15,0.15,0.13,0.17
0.15,0.15,0.13,0.16
0.16,0.13,0.13,0.16
0.18,0.13,0.14,0.17
0.19,0.13,0.15,0.17
0.17,0.13,0.15,0.16
0.15,0.13,0.15,0.16
0.15,0.13,0.15,0.15
0.13,0.13,0.15,0.13
0.13,0.14,0.16,0.12
0.13,0.15,0.16,0.12
0.13,0.15,0.17,0.12
0.13,0.15,0.17,0.13
0.13,0.15,0.16,0.13
0.13,0.15,0.16,0.13
0.14,0.16,0.17,0.14
0.15,0.16,0.17,0.15
0.15,0.17,0.16,0.15
0.15,0.17,0.16,0.15
0.15,0.16,0.15,0.15
0.15,0.16,0.13,0.14
0.16,0.17,0.12,0.14
0.16,0.17,0.12,0.14
0.17,0.16,0.12,0.14
0.17,0.16,0.13,0.13
0.16,0.15,0.13,0.13
0.16,0.13,0.13,0.13
0.17,0.12,0.14,0.13
0.17,0.12,0.15,0.13
0.16,0.12,0.15,0.13
0.16,0.13,0.15,0.13
0.15,0.13,0.15,0.13
0.13,0.13,0.14,0.08
0.12,0.14,0.14,0.07
0.12,0.15,0.14,0.07
0.12,0.15,0.14,0.07
0.13,0.15,0.13,0.07
0.13,0.15,0.13,0.13
0.13,0.14,0.13,0.13
0.14,0.14,0.13,0.13
0.15,0.14,0.13,0.13
0.15,0.14,0.13,0.13
0.15,0.13,0.13,0.13
0.15,0.13,0.13,0.13
0.14,0.13,0.08,0.13
0.14,0.13,0.07,0.13
0.14,0.13,0.07,0.13
0.14,0.13,0.07,0.13
0.13,0.13,0.07,0.13
0.13,0.13,0.13,0.13
0.13,0.08,0.13,0.13
0.13,0.07,0.13,0.13
0.13,0.07,0.13,0.13
0.13,0.07,0.13,0.13
0.13,0.07,0.13,0.13
0.13,0.13,0.13,0.13
0.08,0.13,0.13,0.13
0.07,0.13,0.13,0.13
0.07,0.13,0.13,0.13
0.07,0.13,0.13,0.12
0.07,0.13,0.13,0.12
0.13,0.13,0.13,0.11
0.13,0.13,0.13,0.12
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.12
0.13,0.13,0.13,0.11
0.13,0.13,0.13,0.09
0.13,0.13,0.13,0.08
0.13,0.13,0.13,0.08
0.13,0.13,0.12,0.08
0.13,0.13,0.12,0.08
0.13,0.13,0.11,0.08
0.13,0.13,0.12,0.07
0.13,0.13,0.13,0.07
0.13,0.13,0.13,0.07
0.13,0.12,0.13,0.08
0.13,0.12,0.12,0.08
0.13,0.11,0.11,0.08
0.13,0.12,0.09,0.11
0.13,0.13,0.08,0.11
0.13,0.13,0.08,0.12
0.12,0.13,0.08,0.12
0.12,0.12,0.08,0.12
0.11,0.11,0.08,0.12
0.12,0.09,0.07,0.13
0.13,0.08,0.07,0.13
0.13,0.08,0.07,0.13
0.13,0.08,0.08,0.13
0.12,0.08,0.08,0.13
0.11,0.08,0.08,0.13
0.09,0.07,0.11,0.13
0.08,0.07,0.11,0.13
0.08,0.07,0.12,0.13
0.08,0.08,0.12,0.13
0.08,0.08,0.12,0.13
0.08,0.08,0.12,0.13
0.07,0.11,0.13,0.12
0.07,0.11,0.13,0.13
0.07,0.12,0.13,0.13
0.08,0.12,0.13,0.12
0.08,0.12,0.13,0.12
0.08,0.12,0.13,0.1
0.11,0.13,0.13,0.11
0.11,0.13,0.13,0.09
0.12,0.13,0.13,0.08
0.12,0.13,0.13,0.07
0.12,0.13,0.13,0.07
0.12,0.13,0.13,0.07
0.13,0.13,0.12,0.07
0.13,0.13,0.13,0.07
0.13,0.13,0.13,0.07
0.13,0.13,0.12,0.1
0.13,0.13,0.12,0.09
0.13,0.13,0.1,0.1
0.13,0.12,0.11,0.1
0.13,0.13,0.09,0.07
0.13,0.13,0.08,0.06
0.13,0.12,0.07,0.06
0.13,0.12,0.07,0.07
0.13,0.1,0.07,0.07
0.12,0.11,0.07,0.08
0.13,0.09,0.07,0.08
0.13,0.08,0.07,0.08
0.12,0.07,0.1,0.08
0.12,0.07,0.09,0.08
0.1,0.07,0.1,0.07
0.11,0.07,0.1,0.07
0.09,0.07,0.07,0.07
0.08,0.07,0.06,0.07
0.07,0.1,0.06,0.07
0.07,0.09,0.07,0.07
0.07,0.1,0.07,0.07
0.07,0.1,0.08,0.08
0.07,0.07,0.08,0.08
0.07,0.06,0.08,0.08
0.1,0.06,0.08,0.08
0.09,0.07,0.08,0.08
0.1,0.07,0.07,0.08
0.1,0.08,0.07,0.08
0.07,0.08,0.07,0.07
0.06,0.08,0.07,0.07
0.06,0.08,0.07,0.07
0.07,0.08,0.07,0.07
0.07,0.07,0.07,0.07
0.08,0.07,0.08,0.07
0.08,0.07,0.08,0.08
0.08,0.07,0.08,0.08
0.08,0.07,0.08,0.08
0.08,0.07,0.08,0.07
0.07,0.07,0.08,0.07
0.07,0.08,0.08,0.07
0.07,0.08,0.07,0.07
0.07,0.08,0.07,0.06
0.07,0.08,0.07,0.07
0.07,0.08,0.07,0.07
0.07,0.08,0.07,0.09
0.08,0.08,0.07,0.08
0.08,0.07,0.08,0.1
0.08,0.07,0.08,0.12
0.08,0.07,0.08,0.12
0.08,0.07,0.07,0.11
0.08,0.07,0.07,0.11
0.08,0.07,0.07,0.1
0.07,0.08,0.07,0.11
0.07,0.08,0.06,0.1
0.07,0.08,0.07,0.1
0.07,0.07,0.07,0.1
0.07,0.07,0.09,0.08
0.07,0.07,0.08,0.08
0.08,0.07,0.1,0.09
0.08,0.06,0.12,0.1
0.08,0.07,0.12,0.1
0.07,0.07,0.11,0.1
0.07,0.09,0.11,0.12
0.07,0.08,0.1,0.12
0.07,0.1,0.11,0.1
0.06,0.12,0.1,0.09
0.07,0.12,0.1,0.11
0.07,0.11,0.1,0.09
0.09,0.11,0.08,0.12
0.08,0.1,0.08,0.13
0.1,0.11,0.09,0.13
0.12,0.1,0.1,0.13
0.12,0.1,0.1,0.13
0.11,0.1,0.1,0.13
0.11,0.08,0.12,0.13
0.1,0.08,0.12,0.13
0.11,0.09,0.1,0.13
0.1,0.1,0.09,0.13
0.1,0.1,0.11,0.13
0.1,0.1,0.09,0.13
0.08,0.12,0.12,0.13
0.08,0.12,0.13,0.13
0.09,0.1,0.13,0.13
0.1,0.09,0.13,0.13
0.1,0.11,0.13,0.13
0.1,0.09,0.13,0.13
0.12,0.12,0.13,0.13
0.12,0.13,0.13,0.13
0.1,0.13,0.13,0.13
0.09,0.13,0.13,0.13
0.11,0.13,0.13,0.13
0.09,0.13,0.13,0.13
0.12,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.14
0.13,0.13,0.13,0.25
0.13,0.13,0.13,0.25
0.13,0.13,0.13,0.25
0.13,0.13,0.13,0.17
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.13,0.13
0.13,0.13,0.14,0.13
0.13,0.13,0.25,0.13
0.13,0.13,0.25,0.13
0.13,0.13,0.25,0.13
0.13,0.13,0.17,0.13
0.13,0.13,0.13,0.12
0.13,0.14,0.13,0.12
0.13,0.25,0.13,0.12
0.13,0.25,0.13,0.12
0.13,0.25,0.13,0.12
0.13,0.17,0.13,0.12
0.13,0.13,0.13,0.13
0.14,0.13,0.13,0.13
0.25,0.13,0.13,0.13
0.25,0.13,0.13,0.13
0.25,0.13,0.13,0.13
0.17,0.13,0.13,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.13,0.12,0.13
0.13,0.12,0.13,0.13
0.13,0.12,0.13,0.13
0.13,0.12,0.13,0.13
0.13,0.12,0.13,0.13
0.13,0.12,0.13,0.13
0.13,0.12,0.13,0.12
0.12,0.13,0.13,0.13
0.12,0.13,0.13,0.13
0.12,0.13,0.13,0.13
0.12,0.13,0.13,0.13
0.12,0.13,0.13,0.13
0.12,0.13,0.13,0.14
0.13,0.13,0.13,0.14
0.13,0.13,0.13,0.23
0.13,0.13,0.13,1.05
0.13,0.13,0.13,1.05
0.13,0.13,0.13,0.51
0.13,0.13,0.12,0.31
0.13,0.13,0.13,0.26
0.13,0.13,0.13,0.14
0.13,0.13,0.13,0.14
0.13,0.13,0.13,0.14
0.13,0.13,0.13,0.14
0.13,0.12,0.14,0.14
0.13,0.13,0.14,0.14
0.13,0.13,0.23,0.13
0.13,0.13,1.05,0.13
0.13,0.13,1.05,0.13
0.13,0.13,0.51,0.13
0.12,0.14,0.31,0.13
0.13,0.14,0.26,0.13
0.13,0.23,0.14,0.13
0.13,1.05,0.14,0.13
0.13,1.05,0.14,0.13
0.13,0.51,0.14,0.13
0.14,0.31,0.14,0.13
0.14,0.26,0.14,0.13
0.23,0.14,0.13,0.13
1.05,0.14,0.13,0.13
1.05,0.14,0.13,0.13
0.51,0.14,0.13,0.14
0.31,0.14,0.13,0.14
0.26,0.14,0.13,0.14
0.14,0.13,0.13,0.14
0.14,0.13,0.13,0.14
0.14,0.13,0.13,0.14
0.14,0.13,0.13,0.14
0.14,0.13,0.13,0.14
0.14,0.13,0.13,0.14
0.13,0.13,0.13,0.14
0.13,0.13,0.13,0.15
0.13,0.13,0.13,0.17
0.13,0.13,0.14,0.17
0.13,0.13,0.14,0.15
0.13,0.13,0.14,0.14
0.13,0.13,0.14,0.14
0.13,0.13,0.14,0.14
0.13,0.13,0.14,0.14
0.13,0.14,0.14,0.14
0.13,0.14,0.14,0.14
0.13,0.14,0.14,0.14
0.13,0.14,0.14,0.14
0.13,0.14,0.15,0.14
0.13,0.14,0.17,0.16
0.14,0.14,0.17,0.16
0.14,0.14,0.15,0.17
0.14,0.14,0.14,0.17
0.14,0.14,0.14,0.16
0.14,0.15,0.14,0.15
0.14,0.17,0.14,0.15
0.14,0.17,0.14,0.16
0.14,0.15,0.14,0.15
0.14,0.14,0.14,0.15
0.14,0.14,0.14,0.14
0.15,0.14,0.14,0.14
0.17,0.14,0.16,0.13
0.17,0.14,0.16,0.13
0.15,0.14,0.17,0.13
0.14,0.14,0.17,0.12
0.14,0.14,0.16,0.12
0.14,0.14,0.15,0.12
0.14,0.16,0.15,0.12
0.14,0.16,0.16,0.12
0.14,0.17,0.15,0.13
0.14,0.17,0.15,0.13
0.14,0.16,0.14,0.13
0.14,0.15,0.14,0.13
0.16,0.15,0.13,0.1
0.16,0.16,0.13,0.09
0.17,0.15,0.13,0.08
0.17,0.15,0.12,0.08
0.16,0.14,0.12,0.08
0.15,0.14,0.12,0.07
0.15,0.13,0.12,0.07
0.16,0.13,0.12,0.07
0.15,0.13,0.13,0.07
0.15,0.12,0.13,0.07
0.14,0.12,0.13,0.07
0.14,0.12,0.13,0.07
0.13,0.12,0.1,0.07
0.13,0.12,0.09,0.07
0.13,0.13,0.08,0.07
0.12,0.13,0.08,0.07
0.12,0.13,0.08,0.07
0.12,0.13,0.07,0.07
0.12,0.1,0.07,0.06
0.12,0.09,0.07,0.06
0.13,0.08,0.07,0.07
0.13,0.08,0.07,0.07
0.13,0.08,0.07,0.07
0.13,0.07,0.07,0.07
0.1,0.07,0.07,0.07
0.09,0.07,0.07,0.07
0.08,0.07,0.07,0.07
0.08,0.07,0.07,0.07
0.08,0.07,0.07,0.07
0.07,0.07,0.07,0.07
0.07,0.07,0.06,0.06
0.07,0.07,0.06,0.07
0.07,0.07,0.07,0.07
0.07,0.07,0.07,0.07
0.07,0.07,0.07,0.08
0.07,0.07,0.07,0.08
0.07,0.06,0.07,0.08
0.07,0.06,0.07,0.07
0.07,0.07,0.07,0.07
0.07,0.07,0.07,0.04
0.07,0.07,0.07,0.03
0.07,0.07,0.07,0.03
0.06,0.07,0.06,0.03
0.06,0.07,0.07,0.03
0.07,0.07,0.07,0.04
0.07,0.07,0.07,0.05
0.07,0.07,0.08,0.06
0.07,0.07,0.08,0.06
0.07,0.06,0.08,0.06
0.07,0.07,0.07,0.06
0.07,0.07,0.07,0.06
0.07,0.07,0.04,0.05
0.07,0.08,0.03,0.05
0.07,0.08,0.03,0.06
0.06,0.08,0.03,0.06
0.07,0.07,0.03,0.07
0.07,0.07,0.04,0.09
0.07,0.04,0.05,0.11
0.08,0.03,0.06,0.12
0.08,0.03,0.06,0.12
0.08,0.03,0.06,0.12
0.07,0.03,0.06,0.11
0.07,0.04,0.06,0.09
0.04,0.05,0.05,0.09
0.03,0.06,0.05,0.07
0.03,0.06,0.06,0.07
0.03,0.06,0.06,0.08
0.03,0.06,0.07,0.09
0.04,0.06,0.09,0.1
0.05,0.05,0.11,0.12
0.06,0.05,0.12,0.12
0.06,0.06,0.12,0.12
0.06,0.06,0.12,0.12
0.06,0.07,0.11,0.07
0.06,0.09,0.09,0.06
0.05,0.11,0.09,0.06
0.05,0.12,0.07,0.05
0.06,0.12,0.07,0.04
0.06,0.12,0.08,0.03
0.07,0.11,0.09,0.04
0.09,0.09,0.1,0.07
0.11,0.09,0.12,0.07
0.12,0.07,0.12,0.07
0.12,0.07,0.12,0.09
0.12,0.08,0.12,0.11
0.11,0.09,0.07,0.12
0.09,0.1,0.06,0.12
0.09,0.12,0.06,0.12
0.07,0.12,0.05,0.12
0.07,0.12,0.04,0.12
0.08,0.12,0.03,0.12
0.09,0.07,0.04,0.12
0.1,0.06,0.07,0.13
0.12,0.06,0.07,0.13
0.12,0.05,0.07,0.13
0.12,0.04,0.09,0.13
0.12,0.03,0.11,0.13
0.07,0.04,0.12,0.13
0.06,0.07,0.12,0.12
0.06,0.07,0.12,0.1
0.05,0.07,0.12,0.07
0.04,0.09,0.12,0.06
0.03,0.11,0.12,0.05
0.04,0.12,0.12,0.04
0.07,0.12,0.13,0.04
0.07,0.12,0.13,0.07
0.07,0.12,0.13,0.11
0.09,0.12,0.13,0.11
0.11,0.12,0.13,0.1
0.12,0.12,0.13,0.07
0.12,0.13,0.12,0.06
0.12,0.13,0.1,0.08
0.12,0.13,0.07,0.06
0.12,0.13,0.06,0.04
0.12,0.13,0.05,0.03
0.12,0.13,0.04,0.03
0.13,0.12,0.04,0.02
0.13,0.1,0.07,0.03
0.13,0.07,0.11,0.02
0.13,0.06,0.11,0.01
0.13,0.05,0.1,0.01
0.13,0.04,0.07,0.02
0.12,0.04,0.06,0.02
0.1,0.07,0.08,0.02
0.07,0.11,0.06,0.02
0.06,0.11,0.04,0.02
0.05,0.1,0.03,0.02
0.04,0.07,0.03,0.03
0.04,0.06,0.02,0.1
0.07,0.08,0.03,0.09
0.11,0.06,0.02,0.09
0.11,0.04,0.01,0.09
0.1,0.03,0.01,0.09
0.07,0.03,0.02,0.1
0.06,0.02,0.02,0.11
0.08,0.03,0.02,0.1
0.06,0.02,0.02,0.1
0.04,0.01,0.02,0.11
0.03,0.01,0.02,0.12
0.03,0.02,0.03,0.12
0.02,0.02,0.1,0.12
0.03,0.02,0.09,0.12
0.02,0.02,0.09,0.12
0.01,0.02,0.09,0.13
0.01,0.02,0.09,0.17
0.02,0.03,0.1,0.27
0.02,0.1,0.11,0.25
0.02,0.09,0.1,0.25
0.02,0.09,0.1,0.17
0.02,0.09,0.11,0.15
0.02,0.09,0.12,0.15
0.03,0.1,0.12,0.15
0.1,0.11,0.12,0.25
0.09,0.1,0.12,0.25
0.09,0.1,0.12,0.25
0.09,0.11,0.13,0.25
0.09,0.12,0.17,0.14
0.1,0.12,0.27,0.13
0.11,0.12,0.25,0.12
0.1,0.12,0.25,0.12
0.1,0.12,0.17,0.12
0.11,0.13,0.15,0.12
0.12,0.17,0.15,0.12
0.12,0.27,0.15,0.12
0.12,0.25,0.25,0.12
0.12,0.25,0.25,0.12
0.12,0.17,0.25,0.12
0.13,0.15,0.25,0.13
0.17,0.15,0.14,0.13
0.27,0.15,0.13,0.15
0.25,0.25,0.12,0.16
0.25,0.25,0.12,0.19
0.17,0.25,0.12,0.22
0.15,0.25,0.12,0.25
0.15,0.14,0.12,1.44
0.15,0.13,0.12,1.9
0.25,0.12,0.12,1.88
0.25,0.12,0.12,1.94
0.25,0.12,0.12,1.78
0.25,0.12,0.13,1.76
0.14,0.12,0.13,1.7
0.13,0.12,0.15,1.66
0.12,0.12,0.16,0.26
0.12,0.12,0.19,0.15
0.12,0.12,0.22,0.15
0.12,0.13,0.25,0.15
0.12,0.13,1.44,0.15
0.12,0.15,1.9,0.15
0.12,0.16,1.88,0.24
0.12,0.19,1.94,0.29
0.12,0.22,1.78,0.25
0.13,0.25,1.76,1.98
0.13,1.44,1.7,1.96
0.15,1.9,1.66,1.87
0.16,1.88,0.26,1.49
0.19,1.94,0.15,1.53
0.22,1.78,0.15,0.32
0.25,1.76,0.15,0.3
1.44,1.7,0.15,0.26
1.9,1.66,0.15,0.24
1.88,0.26,0.24,0.23
1.94,0.15,0.29,0.27
1.78,0.15,0.25,0.24
1.76,0.15,1.98,0.83
1.7,0.15,1.96,0.32
1.66,0.15,1.87,0.23
0.26,0.24,1.49,0.19
0.15,0.29,1.53,0.1
0.15,0.25,0.32,0.1
0.15,1.98,0.3,0.09
0.15,1.96,0.26,0.1
0.15,1.87,0.24,0.12
0.24,1.49,0.23,0.32
0.29,1.53,0.27,0.85
0.25,0.32,0.24,1.13
1.98,0.3,0.83,1.14
1.96,0.26,0.32,1.15
1.87,0.24,0.23,1.02
1.49,0.23,0.19,1.03
1.53,0.27,0.1,1.11
0.32,0.24,0.1,1.11
0.3,0.83,0.09,1.07
0.26,0.32,0.1,1.07
0.24,0.23,0.12,0.51
0.23,0.19,0.32,0.49
0.27,0.1,0.85,0.34
0.24,0.1,1.13,0.31
0.83,0.09,1.14,0.47
0.32,0.1,1.15,0.34
0.23,0.12,1.02,0.29
0.19,0.32,1.03,0.3
0.1,0.85,1.11,0.25
0.1,1.13,1.11,0.23
0.09,1.14,1.07,0.17
0.1,1.15,1.07,0.15
0.12,1.02,0.51,0.16
0.32,1.03,0.49,0.23
0.85,1.11,0.34,0.23
1.13,1.11,0.31,0.26
1.14,1.07,0.47,1.51
1.15,1.07,0.34,1.36
1.02,0.51,0.29,1.28
1.03,0.49,0.3,1.23
1.11,0.34,0.25,1.16
1.11,0.31,0.23,1.14
1.07,0.47,0.17,1.11
1.07,0.34,0.15,1.13
0.51,0.29,0.16,0.13
0.49,0.3,0.23,0.13
0.34,0.25,0.23,0.13
0.31,0.23,0.26,0.13
0.47,0.17,1.51,0.13
0.34,0.15,1.36,0.13
0.29,0.16,1.28,0.13
0.3,0.23,1.23,0.13
0.25,0.23,1.16,0.13
0.23,0.26,1.14,0.13
0.17,1.51,1.11,0.12
0.15,1.36,1.13,0.12
0.16,1.28,0.13,0.13
0.23,1.23,0.13,0.13
0.23,1.16,0.13,0.12
0.26,1.14,0.13,0.13
1.51,1.11,0.13,0.13
1.36,1.13,0.13,0.13
1.28,0.13,0.13,0.13
1.23,0.13,0.13,0.13
1.16,0.13,0.13,0.13
1.14,0.13,0.13,0.12
1.11,0.13,0.12,0.12
1.13,0.13,0.12,0.12
0.13,0.13,0.13,0.12
0.13,0.13,0.13,0.12
0.13,0.13,0.12,0.12
0.13,0.13,0.13,0.12
0.13,0.12,0.13,0.12
0.13,0.12,0.13,0.12
0.13,0.13,0.13,0.11
0.13,0.13,0.13,0.12
0.13,0.12,0.13,0.12
0.13,0.13,0.12,0.11
0.12,0.13,0.12,0.11
0.12,0.13,0.12,0.1
0.13,0.13,0.12,0.1
0.13,0.13,0.12,0.1
0.12,0.13,0.12,0.1
0.13,0.12,0.12,0.1
0.13,0.12,0.12,0.1
0.13,0.12,0.12,0.1
0.13,0.12,0.11,0.09
0.13,0.12,0.12,0.08
0.13,0.12,0.12,0.08
0.12,0.12,0.11,0.07
0.12,0.12,0.11,0.06
0.12,0.12,0.1,0.06
0.12,0.11,0.1,0.06
0.12,0.12,0.1,0.06
0.12,0.12,0.1,0.06
0.12,0.11,0.1,0.06
0.12,0.11,0.1,0.06
0.12,0.1,0.1,0.06
0.11,0.1,0.09,0.06
0.12,0.1,0.08,0.06
0.12,0.1,0.08,0.05
0.11,0.1,0.07,0.06
0.11,0.1,0.06,0.06
0.1,0.1,0.06,0.06
0.1,0.09,0.06,0.06
0.1,0.08,0.06,0.06
0.1,0.08,0.06,0.05
0.1,0.07,0.06,0.06
0.1,0.06,0.06,0.06
0.1,0.06,0.06,0.06
0.09,0.06,0.06,0.06
0.08,0.06,0.06,0.06
0.08,0.06,0.05,0.06
0.07,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.06
0.06,0.06,0.06,0.07
0.06,0.06,0.06,0.11
0.06,0.05,0.05,0.11
0.06,0.06,0.06,0.12
0.06,0.06,0.06,0.12
0.06,0.06,0.06,0.12
0.06,0.06,0.06,0.12
0.06,0.06,0.06,0.12
0.05,0.05,0.06,0.12
0.06,0.06,0.06,0.12
0.06,0.06,0.06,0.12
0.06,0.06,0.06,0.12
0.06,0.06,0.07,0.12
0.06,0.06,0.11,0.12
0.05,0.06,0.11,0.12
0.06,0.06,0.12,0.12
0.06,0.06,0.12,0.12
0.06,0.06,0.12,0.12
0.06,0.07,0.12,0.12
0.06,0.11,0.12,0.11
0.06,0.11,0.12,0.06
0.06,0.12,0.12,0.06
0.06,0.12,0.12,0.06
0.06,0.12,0.12,0.1
0.07,0.12,0.12,0.11
0.11,0.12,0.12,0.11
0.11,0.12,0.12,0.11
0.12,0.12,0.12,0.11
0.12,0.12,0.12,0.11
0.12,0.12,0.12,0.11
0.12,0.12,0.12,0.11
0.12,0.12,0.11,0.12
0.12,0.12,0.06,0.12
0.12,0.12,0.06,0.12
0.12,0.12,0.06,0.12
0.12,0.12,0.1,0.12
0.12,0.12,0.11,0.12
0.12,0.11,0.11,0.12
0.12,0.06,0.11,0.12
0.12,0.06,0.11,0.13
0.12,0.06,0.11,0.19
0.12,0.1,0.11,0.23
0.12,0.11,0.11,0.14
0.11,0.11,0.12,0.12
0.06,0.11,0.12,0.12
0.06,0.11,0.12,0.11
0.06,0.11,0.12,0.1
0.1,0.11,0.12,0.09
0.11,0.11,0.12,0.08
0.11,0.12,0.12,0.08
0.11,0.12,0.12,0.08
0.11,0.12,0.13,0.08
0.11,0.12,0.19,0.08
0.11,0.12,0.23,0.08
0.11,0.12,0.14,0.08
0.12,0.12,0.12,0.09
0.12,0.12,0.12,0.09
0.12,0.13,0.11,0.07
0.12,0.19,0.1,0.07
0.12,0.23,0.09,0.07
0.12,0.14,0.08,0.07
0.12,0.12,0.08,0.08
0.12,0.12,0.08,0.07
0.13,0.11,0.08,0.09
0.19,0.1,0.08,0.1
0.23,0.09,0.08,0.1
0.14,0.08,0.08,0.1
0.12,0.08,0.09,0.09
0.12,0.08,0.09,0.08
0.11,0.08,0.07,0.08
0.1,0.08,0.07,0.08
0.09,0.08,0.07,0.07
0.08,0.08,0.07,0.07
0.08,0.09,0.08,0.07
0.08,0.09,0.07,0.07
0.08,0.07,0.09,0.07
0.08,0.07,0.1,0.07
0.08,0.07,0.1,0.08
0.08,0.07,0.1,0.07
0.09,0.08,0.09,0.08
0.09,0.07,0.08,0.1
0.07,0.09,0.08,0.1
0.07,0.1,0.08,0.1
0.07,0.1,0.07,0.1
0.07,0.1,0.07,0.1
0.08,0.09,0.07,0.11
0.07,0.08,0.07,0.09
0.09,0.08,0.07,0.1
0.1,0.08,0.07,0.11
0.1,0.07,0.08,0.11
0.1,0.07,0.07,0.11
0.09,0.07,0.08,0.1
0.08,0.07,0.1,0.1
0.08,0.07,0.1,0.1
0.08,0.07,0.1,0.1
0.07,0.08,0.1,0.09
0.07,0.07,0.1,0.09
0.07,0.08,0.11,0.08
0.07,0.1,0.09,0.08
0.07,0.1,0.1,0.09
0.07,0.1,0.11,0.09
0.08,0.1,0.11,0.09
0.07,0.1,0.11,0.09
0.08,0.11,0.1,0.1
0.1,0.09,0.1,0.12
0.1,0.1,0.1,0.13
0.1,0.11,0.1,0.14
0.1,0.11,0.09,0.14
0.1,0.11,0.09,0.14
0.11,0.1,0.08,0.23
0.09,0.1,0.08,0.14
0.1,0.1,0.09,0.16
0.11,0.1,0.09,0.26
0.11,0.09,0.09,0.27
0.11,0.09,0.09,0.25
0.1,0.08,0.1,0.2
0.1,0.08,0.12,0.18
0.1,0.09,0.13,0.14
0.1,0.09,0.14,0.14
0.09,0.09,0.14,0.12
0.09,0.09,0.14,0.12
0.08,0.1,0.23,0.14
0.08,0.12,0.14,0.14
0.09,0.13,0.16,0.14
0.09,0.14,0.26,0.14
0.09,0.14,0.27,0.14
0.09,0.14,0.25,0.14
0.1,0.23,0.2,0.14
0.12,0.14,0.18,0.14
0.13,0.16,0.14,0.14
0.14,0.26,0.14,0.14
0.14,0.27,0.12,0.14
0.14,0.25,0.12,0.14
0.23,0.2,0.14,0.14
0.14,0.18,0.14,0.13
0.16,0.14,0.14,0.13
0.26,0.14,0.14,0.14
0.27,0.12,0.14,0.14
0.25,0.12,0.14,0.14
0.2,0.14,0.14,0.14
0.18,0.14,0.14,0.11
0.14,0.14,0.14,0.1
0.14,0.14,0.14,0.04
0.12,0.14,0.14,0.1
0.12,0.14,0.14,0.12
0.14,0.14,0.14,0.13
0.14,0.14,0.13,0.13
0.14,0.14,0.13,0.13
0.14,0.14,0.14,0.13
0.14,0.14,0.14,0.13
0.14,0.14,0.14,0.12
0.14,0.14,0.14,0.12
0.14,0.13,0.11,0.11
0.14,0.13,0.1,0.1
0.14,0.14,0.04,0.09
0.14,0.14,0.1,0.09
0.14,0.14,0.12,0.11
0.14,0.14,0.13,0.12
0.13,0.11,0.13,0.11
0.13,0.1,0.13,0.11
0.14,0.04,0.13,0.12
0.14,0.1,0.13,0.12
0.14,0.12,0.12,0.12
0.14,0.13,0.12,0.12
0.11,0.13,0.11,0.12
0.1,0.13,0.1,0.05
0.04,0.13,0.09,0.02
0.1,0.13,0.09,0.1
0.12,0.12,0.11,0.1
0.13,0.12,0.12,0.11
0.13,0.11,0.11,0.11
0.13,0.1,0.11,0.11
0.13,0.09,0.12,0.11
0.13,0.09,0.12,0.11
0.12,0.11,0.12,0.11
0.12,0.12,0.12,0.12
0.11,0.11,0.12,0.1
0.1,0.11,0.05,0.1
0.09,0.12,0.02,0.1
0.09,0.12,0.1,0.1
0.11,0.12,0.1,0.1
0.12,0.12,0.11,0.1
0.11,0.12,0.11,0.08
0.11,0.05,0.11,0.09
0.12,0.02,0.11,0.11
0.12,0.1,0.11,0.11
0.12,0.1,0.11,0.1
0.12,0.11,0.12,0.1
0.12,0.11,0.1,0.09
0.05,0.11,0.1,0.09
0.02,0.11,0.1,0.09
0.1,0.11,0.1,0.09
0.1,0.11,0.1,0.08
0.11,0.12,0.1,0.08
0.11,0.1,0.08,0.08
0.11,0.1,0.09,0.08
0.11,0.1,0.11,0.09
